合约,交易日,开盘价,最高价,最低价,收盘价,成交量,持仓量,成交金额,结算价,前结算价,品种
IF2402,2023-05-31,798.67,810.98,796.14,801.22,9867,83781,7739861.1,800.6,794.29,IF
IF2403,2023-05-31,3863.28,3991.8,3803.64,3837.55,2757,72364,11000888.54,3839.64,3830.92,IF
IH2401,2023-05-31,3770.02,3782.94,3706.02,3769.4,2484,147754,9237726.7,3757.6,3801.01,IH
IC2401,2023-06-01,4000.24,4019.15,3998.57,4012.64,6787,172492,26648102.85,3995.77,4025.0,IC
IC2402,2023-06-01,4397.21,4462.88,4354.52,4445.59,3682,109287,16999939.9,4453.76,4460.28,IC
IF2401,2023-06-01,1676.83,1698.98,1641.64,1680.78,1200,92262,1973007.76,1676.64,1702.42,IF
IF2402,2023-06-01,789.17,789.98,781.99,784.78,8918,111912,7033255.46,784.98,799.37,IF
IF2403,2023-06-01,3825.39,3889.59,3797.22,3851.47,5188,88195,20936021.37,3850.34,3884.48,IF
IH2401,2023-06-01,3644.03,3705.54,3627.5,3668.36,8661,57722,30996993.19,3672.66,3711.41,IH
IC2401,2023-06-02,4045.1,4172.5,3991.4,4031.11,7167,50287,27765845.26,4028.38,4074.71,IC
IC2402,2023-06-02,4377.57,4415.44,4327.55,4355.6,7010,76502,29160329.01,4359.78,4443.96,IC
IF2401,2023-06-02,1709.18,1742.44,1707.9,1716.15,9400,102924,15551758.77,1714.67,1720.26,IF
IF2402,2023-06-02,793.3,807.92,788.79,796.38,5040,176082,3831067.45,795.06,806.36,IF
IF2403,2023-06-02,3812.35,3850.47,3747.39,3841.27,7896,86727,31247055.01,3854.72,3873.37,IF
IH2401,2023-06-02,3666.24,3704.07,3665.66,3672.03,5287,152503,19560959.58,3657.73,3707.43,IH
IC2401,2023-06-05,3977.02,3985.92,3961.6,3976.13,3508,165708,14081513.3,3987.82,3923.98,IC
IC2402,2023-06-05,4449.32,4500.61,4415.32,4445.13,4796,55265,20516388.87,4438.21,4488.74,IC
IF2401,2023-06-05,1664.7,1687.53,1663.69,1682.43,3988,61179,6448240.15,1681.69,1667.63,IF
IF2402,2023-06-05,782.14,785.97,780.73,784.61,3538,105578,2756162.21,786.99,779.53,IF
IF2403,2023-06-05,3925.64,3964.3,3910.87,3922.42,8710,120959,33375104.28,3905.43,3943.89,IF
IH2401,2023-06-05,3668.33,3697.89,3642.65,3650.53,7299,55070,26508355.85,3639.89,3644.8,IH
IC2401,2023-06-06,4131.2,4170.49,4097.2,4148.45,9668,64780,42091130.8,4147.34,4081.75,IC
IC2402,2023-06-06,4488.39,4539.46,4447.18,4454.26,3665,158870,16822915.03,4443.37,4451.47,IC
IF2401,2023-06-06,1691.05,1707.5,1671.08,1676.5,6639,67171,11083557.43,1672.98,1647.24,IF
IF2402,2023-06-06,785.48,794.62,774.42,785.11,2170,195188,1778821.18,785.83,783.13,IF
IF2403,2023-06-06,3869.67,3928.66,3837.94,3889.06,2827,153505,10729874.21,3877.76,3891.68,IF
IH2401,2023-06-06,3667.07,3735.65,3649.37,3688.05,2649,196762,9928263.61,3675.06,3614.23,IH
IC2401,2023-06-07,4010.0,4045.86,3929.34,3987.8,6645,185216,26602061.75,4006.83,3960.82,IC
IC2402,2023-06-07,4396.94,4484.98,4344.72,4396.77,2727,109751,11532464.9,4398.54,4373.25,IC
IF2401,2023-06-07,1601.06,1625.98,1591.51,1620.9,4307,162357,6864528.93,1618.74,1629.12,IF
IF2402,2023-06-07,818.16,828.91,809.3,816.78,3238,149695,2724800.05,818.93,822.74,IF
IF2403,2023-06-07,3941.82,3998.48,3940.31,3941.48,2984,163099,12047186.35,3950.88,3981.77,IF
IH2401,2023-06-07,3706.2,3782.62,3666.9,3707.25,3201,99303,12290080.9,3718.44,3683.09,IH
IC2401,2023-06-08,4130.28,4155.75,4119.36,4130.63,7404,197373,31283960.79,4137.09,4148.14,IC
IC2402,2023-06-08,4441.65,4445.02,4429.51,4436.35,7555,111625,32529605.58,4438.6,4448.9,IC
IF2401,2023-06-08,1666.17,1670.4,1661.0,1667.43,3096,77893,4937703.95,1670.67,1670.54,IF
IF2402,2023-06-08,813.49,830.64,802.36,809.63,8428,124483,7007062.26,811.92,814.24,IF
IF2403,2023-06-08,3824.14,3866.96,3765.77,3839.28,8349,173841,31577267.11,3841.84,3902.16,IF
IH2401,2023-06-08,3754.21,3760.05,3664.19,3757.29,3085,74732,11717107.52,3772.5,3771.05,IH
IC2401,2023-06-09,4197.73,4198.84,4170.29,4198.77,9933,108853,43515808.38,4197.88,4275.16,IC
IC2402,2023-06-09,4440.68,4491.42,4415.71,4451.77,4002,77464,18138711.68,4461.75,4396.09,IC
IF2401,2023-06-09,1663.15,1698.86,1639.56,1672.76,2391,154525,3966520.79,1667.68,1656.41,IF
IF2402,2023-06-09,824.92,828.82,824.11,825.09,3183,108135,2660638.13,827.59,840.41,IF
IF2403,2023-06-09,3850.21,3889.27,3808.51,3878.82,7489,51158,29310426.08,3883.54,3920.64,IF
IH2401,2023-06-09,3634.45,3666.71,3611.5,3655.49,4556,131817,16580236.89,3664.64,3667.32,IH
IC2401,2023-06-12,4290.38,4327.43,4263.58,4277.74,3927,148434,17438923.77,4295.21,4274.9,IC
IC2402,2023-06-12,4521.11,4528.08,4441.12,4493.1,4005,76355,17307314.42,4480.16,4438.5,IC
IF2401,2023-06-12,1672.69,1674.95,1646.72,1673.53,7247,89819,12698011.34,1674.88,1704.67,IF
IF2402,2023-06-12,835.59,846.05,833.77,842.91,2062,114601,1728916.53,844.35,827.74,IF
IF2403,2023-06-12,3814.11,3863.94,3808.87,3847.15,3040,79603,12267579.83,3843.66,3864.47,IF
IH2401,2023-06-12,3507.89,3521.01,3451.84,3516.71,2087,66968,7493620.69,3505.4,3501.52,IH
IC2401,2023-06-13,4315.56,4321.43,4313.49,4314.52,9384,74102,39524200.43,4310.26,4377.57,IC
IC2402,2023-06-13,4600.46,4630.8,4545.2,4595.71,2860,194085,13062123.66,4603.74,4554.41,IC
IF2401,2023-06-13,1654.31,1677.92,1637.23,1641.48,9559,194582,16213267.32,1636.25,1604.41,IF
IF2402,2023-06-13,868.87,875.5,836.97,858.7,6628,167652,5836727.91,859.34,847.56,IF
IF2403,2023-06-13,3821.51,3870.52,3798.1,3829.1,9110,63973,33622942.64,3845.7,3886.39,IF
IH2401,2023-06-13,3417.12,3452.45,3365.23,3430.19,7712,198678,27495104.04,3417.12,3357.72,IH
IC2401,2023-06-14,4359.47,4391.94,4314.33,4341.79,2839,92611,12702793.81,4344.68,4357.38,IC
IC2402,2023-06-14,4648.56,4694.16,4574.64,4665.62,8279,180080,37655199.34,4643.01,4596.73,IC
IF2401,2023-06-14,1666.94,1702.93,1658.95,1671.57,2568,152733,4157873.62,1678.4,1665.68,IF
IF2402,2023-06-14,820.01,835.47,814.0,825.33,5203,161560,4308089.32,827.65,818.37,IF
IF2403,2023-06-14,3866.38,3963.13,3854.31,3865.24,2183,168487,8396574.74,3851.28,3896.05,IF
IH2401,2023-06-14,3493.74,3501.34,3449.93,3455.3,1277,129124,4343606.52,3440.59,3388.78,IH
IC2401,2023-06-15,4235.86,4276.47,4206.66,4226.49,1830,70866,8041713.58,4246.51,4232.64,IC
IC2402,2023-06-15,4580.39,4609.77,4565.22,4589.76,5723,160424,27211429.89,4590.61,4610.37,IC
IF2401,2023-06-15,1703.35,1733.37,1681.61,1694.32,3972,155945,6864146.36,1686.53,1691.99,IF
IF2402,2023-06-15,804.8,821.98,804.13,807.23,4893,186246,3892801.03,807.33,814.85,IF
IF2403,2023-06-15,3799.23,3802.46,3755.95,3799.63,4484,121681,16319236.47,3802.2,3807.46,IF
IH2401,2023-06-15,3349.61,3375.56,3321.35,3364.08,8001,82497,25607970.57,3369.61,3355.09,IH
IC2401,2023-06-16,4221.33,4233.4,4177.54,4222.64,5571,190902,24181229.18,4229.47,4165.64,IC
IC2402,2023-06-16,4645.96,4651.22,4595.5,4603.93,2591,61340,11863981.67,4581.83,4632.93,IC
IF2401,2023-06-16,1689.89,1709.11,1678.24,1685.27,6918,62127,11329809.11,1693.43,1674.66,IF
IF2402,2023-06-16,799.36,803.7,799.33,803.1,6237,165934,4759666.66,802.48,806.28,IF
IF2403,2023-06-16,3907.06,3913.07,3881.48,3907.93,9339,168006,38093080.07,3898.61,3829.77,IF
IH2401,2023-06-16,3416.69,3422.02,3369.28,3407.72,2172,149624,7323985.07,3396.87,3405.06,IH
IC2401,2023-06-19,4175.53,4200.37,4131.18,4158.49,6430,137037,26911023.34,4138.68,4209.65,IC
IC2402,2023-06-19,4585.77,4587.94,4540.89,4569.45,4157,76294,19414542.16,4590.48,4532.62,IC
IF2401,2023-06-19,1704.87,1712.99,1688.95,1709.89,3515,138021,5919889.26,1714.71,1681.12,IF
IF2402,2023-06-19,779.97,786.62,774.14,781.08,7504,67494,5670243.96,782.49,792.45,IF
IF2403,2023-06-19,3861.3,3877.19,3799.88,3844.71,5923,186936,22225768.96,3832.13,3879.17,IF
IH2401,2023-06-19,3404.89,3453.99,3374.36,3386.67,8704,91218,29586303.97,3377.89,3408.64,IH
IC2401,2023-06-20,4021.12,4024.85,3946.69,3999.32,9795,105169,38122612.31,4013.69,4082.52,IC
IC2402,2023-06-20,4510.3,4547.1,4468.28,4524.89,4895,83484,22808274.47,4505.81,4555.87,IC
IF2401,2023-06-20,1659.96,1663.97,1631.29,1659.56,5908,62696,9324768.14,1665.38,1653.58,IF
IF2402,2023-06-20,792.1,806.49,790.68,792.54,1883,159597,1442664.17,791.69,784.34,IF
IF2403,2023-06-20,3814.47,3872.27,3753.18,3796.53,1919,143792,7082740.39,3783.3,3824.3,IF
IH2401,2023-06-20,3415.49,3423.28,3404.98,3417.61,2485,109668,8295568.24,3402.45,3354.6,IH
IC2401,2023-06-21,4082.99,4109.43,3973.91,4052.77,1309,75703,5407677.32,4065.27,4010.97,IC
IC2402,2023-06-21,4623.26,4678.35,4552.23,4585.52,9878,107129,46193453.72,4583.86,4550.23,IC
IF2401,2023-06-21,1675.14,1687.11,1642.5,1665.4,5258,190911,8940186.31,1658.78,1638.2,IF
IF2402,2023-06-21,799.87,809.17,776.59,795.28,5348,79938,4128066.01,797.12,784.27,IF
IF2403,2023-06-21,3769.0,3785.37,3765.6,3780.31,6508,50436,23755141.37,3785.05,3754.05,IF
IH2401,2023-06-21,3370.47,3377.72,3360.63,3376.41,2349,130774,7942984.13,3380.49,3395.46,IH
IC2401,2023-06-22,4015.51,4071.72,3964.02,4003.55,2515,93808,9697333.77,4019.11,3985.9,IC
IC2402,2023-06-22,4555.02,4627.45,4502.06,4541.89,5969,177193,26875470.27,4541.18,4544.98,IC
IF2401,2023-06-22,1664.06,1694.24,1649.68,1663.26,9182,157619,14577278.2,1655.87,1626.6,IF
IF2402,2023-06-22,795.44,797.81,784.01,793.97,5542,98435,4252093.15,790.88,778.57,IF
IF2403,2023-06-22,3843.72,3853.58,3800.94,3834.14,4605,108665,17333572.95,3841.76,3868.4,IF
IH2401,2023-06-22,3439.54,3468.94,3424.56,3429.96,1800,75064,6018815.58,3427.17,3488.7,IH
IC2401,2023-06-23,4110.18,4113.97,4083.11,4102.38,1644,127497,6479126.65,4096.26,4157.39,IC
IC2402,2023-06-23,4574.78,4584.25,4535.3,4557.44,2197,85940,9514221.16,4540.06,4559.47,IC
IF2401,2023-06-23,1716.65,1744.72,1703.57,1709.22,3195,141563,5454928.7,1705.56,1724.11,IF
IF2402,2023-06-23,792.44,800.35,785.57,792.68,5865,128682,4643287.54,795.21,785.01,IF
IF2403,2023-06-23,3918.24,3937.15,3879.11,3923.74,5730,188839,21634999.19,3926.44,3899.2,IF
IH2401,2023-06-23,3425.96,3431.94,3403.42,3425.07,5999,191119,20044674.43,3441.05,3496.33,IH
IC2401,2023-06-26,3977.74,3981.13,3893.76,3960.07,1622,52641,6632874.37,3961.02,3934.0,IC
IC2402,2023-06-26,4525.75,4548.69,4475.61,4522.64,7085,195256,32732187.23,4511.25,4489.93,IC
IF2401,2023-06-26,1699.55,1723.15,1676.4,1689.07,4921,138723,8667452.86,1693.72,1706.37,IF
IF2402,2023-06-26,775.94,783.4,771.26,780.47,8825,107277,7039593.37,781.73,795.13,IF
IF2403,2023-06-26,4013.7,4028.69,3943.14,4016.52,2521,134652,10613783.0,4022.06,4097.61,IF
IH2401,2023-06-26,3453.41,3466.58,3381.25,3450.67,1785,83514,5900484.6,3465.68,3471.03,IH
IC2401,2023-06-27,4058.92,4119.1,4018.14,4046.3,8874,53919,35033452.58,4046.27,4040.94,IC
IC2402,2023-06-27,4485.2,4550.87,4455.22,4468.35,2070,186965,8793488.12,4476.75,4444.5,IC
IF2401,2023-06-27,1640.94,1647.93,1626.88,1631.89,6721,155504,10766599.83,1636.65,1625.97,IF
IF2402,2023-06-27,766.67,782.3,765.26,765.74,1919,65492,1478195.0,768.13,762.34,IF
IF2403,2023-06-27,4094.76,4140.04,4056.26,4082.62,8375,57019,34787572.68,4093.28,4174.96,IF
IH2401,2023-06-27,3412.77,3467.96,3379.47,3452.23,2566,189424,8831894.35,3462.98,3458.7,IH
IC2401,2023-06-28,4108.38,4110.23,4079.97,4109.37,1795,101202,7032725.3,4129.71,4127.03,IC
IC2402,2023-06-28,4294.92,4401.14,4273.56,4310.33,1706,117180,7388277.92,4290.56,4329.61,IC
IF2401,2023-06-28,1554.34,1559.02,1531.62,1553.45,6321,131490,10179528.03,1554.74,1569.7,IF
IF2402,2023-06-28,747.67,758.19,745.03,751.73,8068,56182,6366213.88,751.98,741.03,IF
IF2403,2023-06-28,4051.52,4082.92,3975.66,4039.64,6320,74945,25301166.65,4041.03,4105.25,IF
IH2401,2023-06-28,3470.88,3527.2,3447.19,3479.98,7946,134088,27114361.85,3490.88,3544.34,IH
IC2401,2023-06-29,4072.44,4093.43,4019.07,4066.01,5816,121896,23804519.54,4074.65,4093.81,IC
IC2402,2023-06-29,4384.73,4442.82,4332.57,4403.0,1425,64167,6415928.9,4409.33,4407.0,IC
IF2401,2023-06-29,1569.46,1581.92,1565.78,1573.16,1071,139700,1691385.2,1568.22,1599.43,IF
IF2402,2023-06-29,752.96,756.01,743.58,751.34,1687,93408,1284685.62,753.16,741.07,IF
IF2403,2023-06-29,3983.76,4014.4,3969.5,4004.57,7911,178361,31479482.35,4017.91,4070.38,IF
IH2401,2023-06-29,3421.53,3468.08,3378.15,3429.73,5983,50824,19683920.27,3433.58,3499.11,IH
IC2401,2023-06-30,4085.57,4177.63,4023.6,4069.22,8759,175456,36816752.85,4078.26,4054.83,IC
IC2402,2023-06-30,4442.27,4492.12,4441.86,4456.15,5681,98788,26132444.36,4435.3,4386.04,IC
IF2401,2023-06-30,1538.6,1548.63,1523.08,1534.87,6664,125447,9889808.4,1534.1,1524.45,IF
IF2402,2023-06-30,749.84,754.69,746.02,753.73,7499,166162,5742783.14,755.83,767.02,IF
IF2403,2023-06-30,4066.75,4075.72,4024.01,4045.68,8963,85770,37716239.13,4032.3,3981.18,IF
IH2401,2023-06-30,3528.92,3606.15,3493.88,3550.76,6843,68170,24923812.24,3543.15,3562.12,IH
IC2401,2023-07-03,4073.2,4140.61,4042.22,4081.2,4761,60182,18745473.55,4096.0,4125.98,IC
IC2402,2023-07-03,4383.96,4388.46,4353.3,4372.52,6997,162826,32098470.26,4375.33,4429.41,IC
IF2401,2023-07-03,1533.4,1541.99,1525.27,1539.66,8368,83148,12768117.78,1536.9,1517.24,IF
IF2402,2023-07-03,764.89,769.38,762.39,765.31,3443,121841,2671555.99,764.64,760.25,IF
IF2403,2023-07-03,3984.97,4029.47,3968.49,3975.98,4240,144862,16472796.12,3989.04,4052.25,IF
IH2401,2023-07-03,3549.71,3610.22,3535.11,3557.58,8476,115123,30728769.76,3560.05,3565.73,IH
IC2401,2023-07-04,4155.25,4186.67,4149.98,4160.31,7177,85320,28678242.07,4147.07,4152.6,IC
IC2402,2023-07-04,4358.07,4384.18,4335.78,4366.95,5076,81938,23192278.12,4348.27,4433.47,IC
IF2401,2023-07-04,1539.52,1556.44,1509.36,1551.69,6188,164775,9681123.04,1546.05,1563.54,IF
IF2402,2023-07-04,752.19,759.48,746.97,754.56,3170,154521,2420909.28,755.96,749.21,IF
IF2403,2023-07-04,4109.0,4154.19,4090.94,4106.6,9921,169927,39022236.54,4114.42,4039.9,IF
IH2401,2023-07-04,3644.66,3691.07,3602.94,3605.89,4257,86397,15590087.72,3623.7,3686.48,IH
IC2401,2023-07-05,4190.02,4204.7,4105.32,4154.53,5291,174317,21773249.17,4154.95,4135.86,IC
IC2402,2023-07-05,4208.57,4236.85,4149.19,4228.62,5320,83206,23216793.84,4218.82,4231.13,IC
IF2401,2023-07-05,1585.43,1627.58,1581.79,1583.35,6395,148394,10571864.99,1577.84,1599.83,IF
IF2402,2023-07-05,757.65,758.15,748.02,753.45,7550,64685,5474191.61,755.7,755.98,IF
IF2403,2023-07-05,4143.09,4197.28,4087.76,4173.03,4271,161047,18469999.12,4162.87,4173.79,IF
IH2401,2023-07-05,3520.41,3529.43,3490.82,3514.45,1172,113080,4259694.81,3530.93,3530.11,IH
IC2401,2023-07-06,4152.03,4181.43,4142.54,4176.0,6712,130449,27135097.65,4158.73,4202.75,IC
IC2402,2023-07-06,4191.41,4232.91,4171.25,4199.13,1149,153512,5054670.4,4208.74,4262.43,IC
IF2401,2023-07-06,1548.05,1563.91,1506.36,1540.65,5504,148705,8445123.87,1537.39,1568.08,IF
IF2402,2023-07-06,751.22,754.31,738.13,752.45,6946,65793,5215941.33,753.4,746.88,IF
IF2403,2023-07-06,4271.94,4277.6,4153.58,4218.51,8169,87869,35079719.17,4215.89,4225.19,IF
IH2401,2023-07-06,3398.75,3419.79,3334.7,3379.96,4175,108241,14357273.15,3396.59,3335.13,IH
IC2401,2023-07-07,4189.12,4223.08,4114.44,4181.58,1159,56183,4698604.18,4180.99,4234.44,IC
IC2402,2023-07-07,4167.62,4180.81,4120.66,4163.41,5057,130234,20667557.99,4150.83,4100.81,IC
IF2401,2023-07-07,1565.26,1569.8,1536.01,1554.84,7147,186833,10893008.26,1559.55,1567.59,IF
IF2402,2023-07-07,764.08,782.31,757.15,763.5,3189,150227,2409530.19,763.76,768.94,IF
IF2403,2023-07-07,4076.26,4101.32,4063.68,4100.73,6948,169021,29177354.27,4088.77,4040.53,IF
IH2401,2023-07-07,3395.04,3451.75,3360.91,3423.84,4193,121948,14154936.68,3434.19,3459.21,IH
IC2401,2023-07-10,4200.76,4206.99,4163.27,4193.3,4345,178470,17695248.15,4202.61,4171.26,IC
IC2402,2023-07-10,4084.53,4107.16,4050.8,4071.05,5047,187861,19569740.59,4066.9,4091.43,IC
IF2401,2023-07-10,1524.94,1566.41,1490.54,1533.52,9898,51717,15189907.61,1537.39,1543.1,IF
IF2402,2023-07-10,751.4,765.14,743.48,758.87,4921,111438,3903154.58,761.74,771.8,IF
IF2403,2023-07-10,4067.63,4094.3,3989.29,4036.55,8591,130120,33843707.45,4017.45,4075.83,IF
IH2401,2023-07-10,3352.74,3365.63,3280.41,3322.0,3632,69167,12632581.0,3307.4,3255.98,IH
IC2401,2023-07-11,4103.55,4127.08,4056.2,4107.48,6521,50717,27637155.89,4117.11,4191.54,IC
IC2402,2023-07-11,4090.45,4115.6,4064.29,4082.67,9533,155010,38602803.39,4066.94,4085.62,IC
IF2401,2023-07-11,1537.43,1545.46,1526.57,1538.92,3694,83184,5626114.95,1543.12,1532.77,IF
IF2402,2023-07-11,758.4,772.33,748.48,763.41,3280,82219,2426259.93,761.34,765.52,IF
IF2403,2023-07-11,4185.76,4249.35,4145.82,4195.67,9500,81697,39790180.27,4210.9,4245.01,IF
IH2401,2023-07-11,3330.63,3353.99,3280.93,3321.69,9251,149700,30363600.87,3309.94,3288.42,IH
IC2401,2023-07-12,3971.87,4005.19,3935.17,3985.42,7751,96344,30243317.64,3992.44,3928.24,IC
IC2402,2023-07-12,4098.92,4169.86,4075.34,4109.98,9426,118619,37781243.68,4102.42,4124.27,IC
IF2401,2023-07-12,1571.96,1587.94,1559.57,1562.58,7385,128725,12051769.41,1563.19,1583.33,IF
IF2402,2023-07-12,770.83,775.76,765.38,772.4,5358,158666,3988977.14,772.75,782.21,IF
IF2403,2023-07-12,4199.71,4228.18,4145.51,4212.43,6028,101384,24233338.53,4192.1,4174.28,IF
IH2401,2023-07-12,3367.55,3383.7,3282.8,3349.33,3998,53092,13114883.33,3355.24,3361.12,IH
IC2401,2023-07-13,3924.61,3967.46,3891.78,3912.19,3541,146267,13278019.47,3920.6,3970.72,IC
IC2402,2023-07-13,4287.41,4394.17,4282.81,4308.1,6185,159688,26447854.16,4295.75,4372.91,IC
IF2401,2023-07-13,1632.56,1656.73,1628.3,1634.15,8844,112625,14869789.79,1641.4,1651.12,IF
IF2402,2023-07-13,752.92,765.0,751.43,757.87,2084,95588,1640276.71,758.55,764.38,IF
IF2403,2023-07-13,4298.43,4349.91,4226.43,4316.02,9037,93890,39758925.47,4335.59,4421.15,IF
IH2401,2023-07-13,3303.38,3327.13,3284.16,3308.41,8834,80859,28091381.73,3304.03,3268.63,IH
IC2401,2023-07-14,3929.13,3982.5,3928.34,3956.77,4403,56897,17802327.94,3941.56,3994.26,IC
IC2402,2023-07-14,4299.75,4342.97,4223.83,4322.76,6355,179455,28540317.92,4310.0,4306.36,IC
IF2401,2023-07-14,1613.36,1615.65,1583.85,1607.67,1204,101261,1874366.17,1605.04,1636.1,IF
IF2402,2023-07-14,738.5,741.9,736.28,739.45,2761,192059,1947545.7,739.08,739.41,IF
IF2403,2023-07-14,4311.83,4347.56,4272.62,4283.4,6554,58861,28485241.95,4284.67,4351.82,IF
IH2401,2023-07-14,3245.3,3246.73,3119.76,3220.02,2588,107877,7917830.72,3235.97,3206.7,IH
IC2401,2023-07-17,4089.63,4095.94,4068.41,4074.0,2917,120389,12033864.19,4065.07,4145.64,IC
IC2402,2023-07-17,4347.25,4354.71,4272.08,4302.31,6913,55292,29178029.49,4282.42,4227.92,IC
IF2401,2023-07-17,1578.23,1592.62,1562.93,1576.32,1892,191020,2856907.09,1572.78,1546.43,IF
IF2402,2023-07-17,740.33,745.61,724.04,734.76,7191,86298,5050631.84,738.06,749.33,IF
IF2403,2023-07-17,4089.41,4139.8,4074.31,4114.01,2942,69927,11704462.67,4120.65,4101.77,IF
IH2401,2023-07-17,3238.67,3282.11,3171.86,3204.37,3796,98595,12239464.63,3214.02,3250.0,IH
IC2401,2023-07-18,4169.52,4230.88,4120.51,4177.15,1280,131230,5286602.23,4168.81,4122.95,IC
IC2402,2023-07-18,4292.56,4311.08,4284.9,4297.28,4568,73831,20165474.88,4301.93,4262.35,IC
IF2401,2023-07-18,1507.4,1508.87,1485.98,1508.23,1890,192985,2770271.38,1503.87,1495.44,IF
IF2402,2023-07-18,731.51,742.74,730.44,731.53,8749,195969,6341435.63,730.05,725.29,IF
IF2403,2023-07-18,4010.41,4024.51,3990.29,4003.82,7824,122249,32013954.31,4003.64,4037.31,IF
IH2401,2023-07-18,3145.23,3175.12,3120.53,3131.7,6619,89298,21112639.98,3123.75,3063.69,IH
IC2401,2023-07-19,4333.33,4381.89,4285.46,4318.36,4277,182857,18439910.95,4317.04,4310.32,IC
IC2402,2023-07-19,4181.08,4254.49,4162.06,4217.37,3157,182164,12845461.35,4203.21,4193.27,IC
IF2401,2023-07-19,1498.13,1500.11,1473.83,1489.39,2110,128294,3059697.35,1483.2,1472.24,IF
IF2402,2023-07-19,744.14,764.64,737.85,749.3,9640,62536,7061942.14,746.24,744.26,IF
IF2403,2023-07-19,3999.83,4047.63,3941.04,4038.25,6100,62246,24514116.4,4046.18,3993.54,IF
IH2401,2023-07-19,3109.15,3138.34,3094.59,3109.18,2879,79115,8803448.17,3103.36,3148.04,IH
IC2401,2023-07-20,4321.23,4388.05,4268.05,4335.87,3788,51182,16391940.84,4342.96,4419.41,IC
IC2402,2023-07-20,4235.62,4277.0,4232.56,4250.21,1186,62767,5033406.98,4257.26,4249.17,IC
IF2401,2023-07-20,1464.13,1467.0,1434.91,1460.65,5049,163425,7274821.55,1464.27,1470.33,IF
IF2402,2023-07-20,748.0,748.19,735.94,743.21,4399,154081,3219050.27,741.61,754.72,IF
IF2403,2023-07-20,4089.64,4148.63,4005.42,4133.63,3381,88855,14487699.54,4133.24,4143.96,IF
IH2401,2023-07-20,3102.44,3149.41,3090.37,3126.32,7141,177796,22441226.45,3128.83,3122.17,IH
IC2401,2023-07-21,4469.04,4533.48,4440.62,4443.4,3352,91020,14525957.43,4460.05,4440.05,IC
IC2402,2023-07-21,4089.06,4097.34,4073.95,4081.97,8877,191068,36435853.35,4081.34,4117.79,IC
IF2401,2023-07-21,1455.12,1467.13,1447.93,1450.04,9884,59463,14708041.63,1447.4,1452.44,IF
IF2402,2023-07-21,749.44,754.42,740.92,750.75,8204,50773,6002912.7,749.41,759.07,IF
IF2403,2023-07-21,4063.07,4088.01,4025.73,4038.33,8070,190138,32020218.52,4021.23,4022.44,IF
IH2401,2023-07-21,3065.44,3128.58,3029.86,3076.11,2365,102509,7629246.66,3080.44,3025.42,IH
IC2401,2023-07-24,4450.34,4493.91,4405.88,4422.28,2138,76209,9255048.11,4408.18,4320.79,IC
IC2402,2023-07-24,4190.79,4211.23,4142.87,4178.62,8336,68854,35487240.79,4183.7,4212.43,IC
IF2401,2023-07-24,1411.32,1414.42,1403.89,1413.15,9442,51453,13932563.24,1414.39,1415.8,IF
IF2402,2023-07-24,755.8,774.4,744.7,756.17,3108,133892,2324171.1,757.84,752.15,IF
IF2403,2023-07-24,3964.45,4010.36,3879.11,3971.84,3659,116606,14672205.69,3970.9,4012.28,IF
IH2401,2023-07-24,3128.96,3170.94,3116.81,3133.54,5845,186029,17957516.93,3126.69,3143.86,IH
IC2401,2023-07-25,4251.02,4298.3,4226.62,4259.94,5302,158767,22769950.92,4272.06,4261.89,IC
IC2402,2023-07-25,4076.88,4203.61,3996.41,4082.91,3498,173739,13877002.99,4101.34,4105.1,IC
IF2401,2023-07-25,1333.01,1346.69,1311.73,1337.26,4491,149501,5840125.36,1331.96,1323.46,IF
IF2402,2023-07-25,777.1,780.68,767.7,777.04,1984,82128,1561306.36,774.67,764.21,IF
IF2403,2023-07-25,3952.24,4010.15,3941.98,3955.02,6615,171846,25993754.69,3936.05,3864.87,IF
IH2401,2023-07-25,3102.21,3155.27,3081.14,3125.5,7381,56687,23294416.81,3128.48,3131.37,IH
IC2401,2023-07-26,4211.18,4261.66,4185.07,4222.84,7441,99258,30119730.4,4222.4,4248.88,IC
IC2402,2023-07-26,3868.19,3969.84,3860.37,3886.31,4971,63551,19952329.87,3899.04,3935.41,IC
IF2401,2023-07-26,1304.22,1318.94,1289.52,1298.25,2747,88772,3651497.94,1294.57,1274.3,IF
IF2402,2023-07-26,778.14,795.2,763.36,781.26,6503,92369,5327469.69,783.28,777.75,IF
IF2403,2023-07-26,3986.81,4062.75,3972.56,3994.41,2608,70669,10294595.71,3996.39,3977.33,IF
IH2401,2023-07-26,3161.82,3188.05,3137.56,3152.96,2814,186948,8662245.55,3166.62,3181.56,IH
IC2401,2023-07-27,4262.52,4275.31,4199.82,4263.28,2474,56309,10321621.31,4243.98,4189.03,IC
IC2402,2023-07-27,3831.15,3890.67,3812.06,3860.28,5409,57146,20568947.42,3876.33,3916.78,IC
IF2401,2023-07-27,1338.87,1362.75,1301.41,1325.87,9572,91836,12817613.11,1323.52,1318.12,IF
IF2402,2023-07-27,766.35,781.94,758.48,775.02,3494,159320,2774654.01,773.59,784.34,IF
IF2403,2023-07-27,4043.68,4084.12,3996.92,4032.46,4721,121241,18598830.31,4027.17,4038.81,IF
IH2401,2023-07-27,3037.89,3069.81,3030.01,3055.67,3336,138668,10526777.42,3065.24,3003.96,IH
